Argument ID	Part	Usage	Conclusion	Stance	Premise
A22256	usa	train	Intelligence tests bring more harm than good	in favor of	intelligence tests seek to rank people based on an arbitrary test.  it hurts the self esteem of people that probably have proficiency in a different type of intelligence that the test tests.
A22257	usa	train	We should prohibit flag burning	against	if you buy a flag it is your property
A22258	usa	train	The use of public defenders should be mandatory	against	if someone can afford a good lawyer you are violating their rights by stopping them
A22260	usa	train	We should end mandatory retirement	in favor of	Many people that are forced into retirement often do not have the means of supporting themselves financially, and so either turn to part time, low-wage work or welfare to sustain themselves.
A22261	usa	train	We should abolish safe spaces	in favor of	We should abolish safe spaces because there are better ways to protect people with ptsd like content warnings, rather than safe spaces.
A22262	usa	train	The vow of celibacy should be abandoned	in favor of	the vow of celibacy is outdated and may contribute to the perverse sex crimes priests have been accused of.
A22263	usa	train	We should abolish safe spaces	against	We should not abolish safe spaces as people need somewhere to feel safe if they are persecuted.
A22264	usa	train	Assisted suicide should be a criminal offence	in favor of	assisted suicide should be a criminal offence because it does not allow a person to die a natural death.
A22265	usa	train	We should fight urbanization	against	cities provide more jobs for people than rural areas do.
A22266	usa	train	We should legalize organ trade	in favor of	if someone is willing to sell an organ that should be their right
A22267	usa	train	Intelligence tests bring more harm than good	in favor of	intelligence tests bring more harm than good because people can get competitive over them which can lead to isolation.
A22268	usa	train	We should legalize cannabis	in favor of	we should legalize cannabis because it is harmless.
A22269	usa	train	We should prohibit school prayer	in favor of	school prayer shouldnt be imposed on pupils as we all have different values and beliefs and live in a multi cultural society
A22270	usa	train	We should adopt gender-neutral language	in favor of	we should adopt gender-neutral language so nobody will get offended
A22272	usa	train	We should prohibit women in combat	against	women in are just as capable as men combat
A22273	usa	train	We should adopt an austerity regime	against	austerity regimes can cause widespread unemployment
A22274	usa	train	We should subsidize space exploration	in favor of	space exploration is a good adventure. our planet is in a future risk of extinct and we should best prepare our refuge in space exploration
A22275	usa	train	Surrogacy should be banned	against	surrogacy should not be banned as it provides a wonderful alternative for people to become parents when they are not able to have children through the natural process.
A22276	usa	train	We should adopt a multi-party system	against	currently 2 parties can't agree enough to accomplish anything, it would only get worse to get multiple parties to all agree on anything.
A22277	usa	train	We should end the use of economic sanctions	against	economic sanctions are a way to implement sanctions on a country without the risks of military intervention.
A22278	usa	train	We should cancel pride parades	in favor of	pride parades can get dangerous and out of control
A22279	usa	train	We should subsidize space exploration	in favor of	science is important and can be beneficial to society.
A22281	usa	train	We should subsidize stay-at-home dads	against	a society shouldn't be responsible for the decisions of an individual
A22282	usa	train	We should adopt gender-neutral language	in favor of	by adopting gender neutral language we can advance the cause of equality.
A22283	usa	train	We should abandon the use of school uniform	in favor of	school uniform requirements curtail any individual creativity and self-expression at an important age of self-discovery and should be abandoned.
A22284	usa	train	We should ban the use of child actors	against	if a child wants to act they have every right to
A22285	usa	train	We should abolish intellectual property rights	against	we shouldn't abolish intellectual property rights because people should have the right to do what they want with their ow property
A22286	usa	train	We should limit executive compensation	against	without executive compensation talent will be lost to other countries
A22287	usa	train	Blockade of the Gaza Strip should be ended	against	israel have the right to protect itself and this blockade will make them check everything going in and out gaza.
A22288	usa	train	We should ban the use of child actors	against	child actors are important so programs can show people of ages and are reflective of society. child actors are an important part of  the industry and are needed to reflect people accurately.
A22289	usa	train	We should abolish safe spaces	in favor of	they prevent people from being able to express their opinions that might bother someone
A22290	usa	train	Payday loans should be banned	in favor of	these loans are predatory and contain extremely high interest rates
A22291	usa	train	We should abandon the use of school uniform	against	School uniforms do not limit self-expression. Students still have weekends and holidays to pick their own outfits.
A22292	usa	train	We should limit executive compensation	in favor of	executives that award their own salaries have shown they can not show restraint
A22293	usa	train	We should legalize polygamy	against	marriage should be between one man and one woman.
A22294	usa	train	We should ban private military companies	in favor of	we should ban private military companies as they are difficult to legislate and it is difficult to monitor the operations and ensure they are legal and ethical.
A22295	usa	train	We should legalize polygamy	against	polygamy often takes advantage of underage children
A22297	usa	train	We should abandon the use of school uniform	in favor of	mandatory uniform policies denying parents rights to raise children without government intervention
A22298	usa	train	We should legalize cannabis	against	cannabis is a gateway drug that can lead people to try harder drugs, so it should remain illegal.
A22299	usa	train	We should abolish zoos	against	a zoo provides care for animals that are separated from their families
A22300	usa	train	We should subsidize embryonic stem cell research	against	stem cell research will encourage more abortions
A22301	usa	train	We should prohibit women in combat	in favor of	women do not have the skills or dispositions necessary to be assets in combat situations.
A22302	usa	train	We should subsidize journalism	in favor of	Without journalism people have no way of having the information that empower them to make informed voting decisions, making journalism central to democracy and therefore in need of subsidization.
A22304	usa	train	We should close Guantanamo Bay detention camp	in favor of	not enough scrutiny of guantanamo bay is made available leading to possible abuses of power within the camp.
A22305	usa	train	We should adopt an austerity regime	against	an austerity regime can prevent people from having the funds they need to live the life they chose.
A22306	usa	train	We should ban fast food	in favor of	fast food causes obesity and health problems and sets children up with poor eating habits for life.
A22307	usa	train	Foster care brings more harm than good	in favor of	without proper background checks and lack of social service visitations, children are vulnerable to foster families that do not care about the welfare of the child but rather the monetary compensation.
A22308	usa	train	We should abandon marriage	in favor of	marriage is an outdated notion and is no longer necessary.
A22309	usa	train	We should adopt libertarianism	against	allowing unfettered libertarianism will result in more crime and more income disparity
A22310	usa	train	We should cancel pride parades	in favor of	we should cancel pride parades because they put unsavory ideas into our children's heads.
A22311	usa	train	Surrogacy should be banned	in favor of	surrogacy turns babies into a commercial product instead of human beings.
A22312	usa	train	We should stop the development of autonomous cars	against	autonomous cars are simply the next logical step in transportation.  years ago people would have said all cars are dangerous and we should all stick to horse and buggy instead.
A22313	usa	train	We should fight for the abolition of nuclear weapons	against	Destroying nuclear bombs would work to a nations disadvantage because  they will be vulnerable to attacks
A22314	usa	train	We should adopt a multi-party system	against	consensus can become difficult in multi party systems
A22315	usa	train	We should adopt libertarianism	in favor of	libertarianism is better than anything else at keeping peace
A22316	usa	train	We should legalize prostitution	in favor of	Legalizing prostitution will make sex workers safer because they will no longer have to hide, be ruled by criminals or judged as ones.
A22317	usa	train	We should ban algorithmic trading	in favor of	there is a possibility that the servers could be hacked and alter algorithmic programming, which would cause widespread panic
A22318	usa	train	We should abolish intellectual property rights	against	when someone comes up with an idea it is their idea. they should be the one to profit from that idea. other people shouldn't be able to just take it and make it their own.
A22319	usa	train	We should abolish zoos	against	many zoos are involved in conservation projects- without them animals would go extinct
A22321	usa	train	We should abolish the Olympic Games	against	we need the olympic games to bring the nations together in a non confrontational contest.
A22323	usa	train	We should prohibit women in combat	against	Women should be equally allowed to serve in combat just as men can since they add unique interpersonal skills to the military unit.
A22324	usa	train	We should end racial profiling	in favor of	racial profiling should be ended because it violates a person's individual right
A22325	usa	train	We should adopt a multi-party system	against	this would result in inaccurate representation in government. if there where numerous parties, votes would be split all over and the party people least wanted would win resulting in inaccurate representation.
A22326	usa	train	We should stop the development of autonomous cars	in favor of	autonomous cars lack moral judgement.
A22327	usa	train	We should ban algorithmic trading	against	algorithmic trading has increased trading which is good for the economy
A22328	usa	train	We should ban the use of child actors	against	as long as there is proper protection for child actors there is no reason that they should not be able to perform on screen
A22329	usa	train	We should ban naturopathy	against	natural treatments could be helpful and much cheaper than regular medicines.
A22330	usa	train	Foster care brings more harm than good	in favor of	some foster parents can be abusive to the children
A22331	usa	train	Payday loans should be banned	against	given proper regulation, payday loans can offer a useful way for people to ease financial strain.
A22332	usa	train	We should abolish the right to keep and bear arms	in favor of	the right to keep and bear arms is antiquated.
A22335	usa	train	We should ban private military companies	in favor of	we should ban private military companies because they have an unfair monopoly on money and weapons.
A22336	usa	train	Foster care brings more harm than good	in favor of	children in foster care are always aware that they are outside a family, the meetings about them, the fact that they do not live with a parent, this leads to mental health issues in many cases in adult life
A22337	usa	train	Surrogacy should be banned	against	surrogacy allows people who couldn't have children naturally to have their own children through a surrogate parent.
A22338	usa	train	We should prohibit women in combat	against	women who have the right training should be allowed to serve their countries in combat.
A22339	usa	train	We should subsidize Wikipedia	against	anyone can edit the pages, so the information is not guarenteed to be correct.
A22340	usa	train	Assisted suicide should be a criminal offence	against	there is no reason for dying people to suffer unnecessarily
A22341	usa	train	Holocaust denial should be a criminal offence	in favor of	holocaust denial should be a criminal offence when a group or a person cause chaos where it cant lead up to murder so what better way is to make it as a criminal offence so no one dare to promote it
A22342	usa	train	Intelligence tests bring more harm than good	in favor of	Children identified as &quot;slow&quot; or &quot;learning disabled&quot; are often put in special classes with lighter workloads, teachers expect less of them, and they end up far behind their peers.
A22343	usa	train	We should ban factory farming	in favor of	factory farming conditions are usually horrible, with animals treated badly and disease running rampant
A22345	usa	train	We should ban cosmetic surgery for minors	against	if democrats think minors should be allowed to vote, they should be allowed to get cosmetic surgery if they choose to
A22347	usa	train	We should legalize cannabis	against	cannabis creates a stoner subculture which is a blight on our society.
A22348	usa	train	We should legalize organ trade	against	a legalised trade would disproportionately harm those from poorer economic backgrounds, legitimising the huge medical risks involved.
A22349	usa	train	We should ban telemarketing	in favor of	telemarketing is a nuisance that antagonises potential customers of a business
A22350	usa	train	We should subsidize space exploration	against	there are many more practical realms of scientific inquiry that need our support more urgently.
A22351	usa	train	We should abolish the right to keep and bear arms	in favor of	the right to keep and bear arms is putting everyone in danger and making mass-shootings more easily done.
A22353	usa	train	We should ban the use of child actors	in favor of	Many child actors are put under a huge amount of pressure to perform well and can be denied most of their childhood by unscrupulous adults that only want to profit from their talents.
A22354	usa	train	We should legalize prostitution	in favor of	Legalizing prostitution will help destigmatize sex in society more broadly and allow people to feel individually empowered.
A22355	usa	train	We should cancel pride parades	in favor of	pride parades have become dangerous because right-wing opponents have tried to disrupt them with violence
A22356	usa	train	We should end mandatory retirement	in favor of	different people age differently so if a person can phyisically and mentally handle a job, the more power to them
A22357	usa	train	Assisted suicide should be a criminal offence	against	it is more humane to help the person die than to let them suffer excruciating pain
A22358	usa	train	We should ban algorithmic trading	against	people deserve to have the best trading options
A22359	usa	train	Surrogacy should be banned	against	surrogacy should not be banned because it allows couples who are infertile and homosexual males to become parents
A22360	usa	train	Blockade of the Gaza Strip should be ended	in favor of	blockade of the gaza strip should be ended because it has caused many harms to gazans. peace will never happen until this is lifted.
A22361	usa	train	We should prohibit school prayer	in favor of	in a society full of freedoms should not impose a unique way of manifesting religious beliefs, therefore praying should be something that is done at home, not at school.
A22362	usa	train	We should abolish the Olympic Games	in favor of	the olympic games promotes racism and social exclusion in favour of a good 'public image' for the host
A22363	usa	train	We should ban cosmetic surgery	against	people should be free to choose for themselves
A22364	usa	train	We should ban naturopathy	in favor of	Naturopathic medicine is an exploitative industry that frequently makes unfounded claims about its effectiveness.
A22365	usa	train	We should abandon marriage	in favor of	marriage is an out-dated patriarchal system of ownership of women that has no place in modern societies.
A22367	usa	train	We should prohibit flag burning	against	freedom of expression requires that it be allowed
A22368	usa	train	We should ban private military companies	against	private military companies are needed to provide security when the military can not do the job
A22370	usa	train	Entrapment should be legalized	in favor of	entrapment should be legal because it catches criminals that were already looking to commit the crime anyway.
A22371	usa	train	We should ban fast food	in favor of	fast food should be banned to fight obeisity.
A22372	usa	train	We should subsidize space exploration	in favor of	Space exploration is important. We need a solution to the population, environment, energy and natural resources problems we face on Earth.
A22374	usa	train	Social media brings more harm than good	in favor of	the world today is polluted with fake ideas and fake news thanks to social media.
A22375	usa	train	Entrapment should be legalized	in favor of	entrapment is the most effectively way to clearly identify a person committing a crime by catching them in the actual act and should be legalized.
A22376	usa	train	We should ban telemarketing	in favor of	telemarketing can cause a lot of stress to older and vulnerable members of society who do not know how to deal with it.
A22377	usa	train	We should ban factory farming	in favor of	factory farming takes away jobs from people who know no other work.
A22378	usa	train	Surrogacy should be banned	in favor of	surrogacy contributes to emotional issues such as having to part with a child carried for nine months and then the possibility of post-partum depression enhanced with not having the child with them.
A22379	usa	train	We should prohibit school prayer	against	thats what is wrong with the schools today, they took god out.
A22380	usa	train	We should prohibit women in combat	in favor of	women should be prohibited in combat because i think they are better suited at home and in the community.
A22381	usa	train	We should end mandatory retirement	against	mandatory retirement is necessarily, in many cases, to force someone out of a job that their age dictates they can no longer do appropriately.
A22382	usa	train	We should ban cosmetic surgery for minors	against	in some cases cosmetic surgery is essential, such as after accidents, and therefore shouldn't be banned.
A22383	usa	train	We should legalize prostitution	in favor of	prostitution is a means for low income or low skills people to earn extra money to get by.
A22384	usa	train	The vow of celibacy should be abandoned	against	the vow of celibacy is critical to keeping the priest focused on spiritual matters that are central to his responsibilities in the church and to his congregation.
A22385	usa	train	We should adopt a zero-tolerance policy in schools	in favor of	a zero-tolerance policy within schools will help support a healthy environment where students do not feel threatened due to the differences (or perceived differences).
A22386	usa	train	We should introduce compulsory voting	in favor of	Compulsory voting should be introduced to ensure that the results of elections are completely representative of the population.
A22387	usa	train	We should ban whaling	against	we should not ban whaling because it provides jobs and food for people.
A22388	usa	train	Entrapment should be legalized	in favor of	entrapment is sometimes the only way to catch someone
A22389	usa	train	We should prohibit flag burning	in favor of	it is disrespectful and might offend people
A22390	usa	train	We should end affirmative action	in favor of	affirmative action is damaging to people from minority groups who gain their position through their own merit
A22391	usa	train	We should subsidize Wikipedia	in favor of	it needs money and is used by many people.
A22392	usa	train	We should ban fast food	against	fast food is convenient food and cheap
A22393	usa	train	We should ban human cloning	in favor of	cloning is controversial and it is against religious ethics
A22394	usa	train	We should ban private military companies	against	i think that we shouldn't ban private military companies for national security
A22396	usa	train	We should prohibit flag burning	against	flag burning is a freedom  that is guaranteed by the first amendment
A22397	usa	train	We should ban whaling	against	so long as a limited number are harvested it is ok
A22398	usa	train	We should end mandatory retirement	in favor of	Mandatory retirement should not be allowed because many people can't live off of their pensions and need to keep working.
A22400	usa	train	We should fight urbanization	in favor of	urbanization can leave villages and towns as near ghost towns. urbanization can also lead to the break up of families as the elderly and young tend to be left behind.
A22401	usa	train	Intelligence tests bring more harm than good	in favor of	a bad score in an intelligence test is a blow to people sense of worth, hurting not only their feeling's but also this society's development.
A22402	usa	train	Assisted suicide should be a criminal offence	against	everyone is entitled to chose how to not just live but also end their life.
A22404	usa	train	We should ban factory farming	in favor of	we should ban factory farming because it is cruel to animals and the quality is questionable at best.
A22405	usa	train	We should ban cosmetic surgery for minors	against	we should not ban cosmetic surgery for minors because sometimes they need it if they were in accidents or born deformed
A22408	usa	train	We should adopt a zero-tolerance policy in schools	in favor of	adopting a zero tolerance rule in schools is good for safety.
A22409	usa	train	We should abolish safe spaces	against	safe spaces allow for those who are triggered to go somewhere to seek a space free of triggers
A22410	usa	train	Assisted suicide should be a criminal offence	against	easing someone's suffering should not be a criminal offence.
A22411	usa	train	We should stop the development of autonomous cars	in favor of	autonomous cars could increase accidents
A22412	usa	train	We should ban cosmetic surgery	in favor of	it can do more harm than good. it has ruined people's looks for life and thus ruined people's lives.
A22413	usa	train	We should subsidize journalism	against	We should not subsidize journalism because it is not uniquely important to democracy compared to a host of other industries.
A22414	usa	train	We should legalize cannabis	against	cannabis is a illegal drug for a reason, it is harmful dangerous drug that alters your mental capacity and should remain illegal.
A22415	usa	train	We should stop the development of autonomous cars	in favor of	autonomous cars are dangerous because they are operated by a computer which can malfunction or be hacked.
A22416	usa	train	We should abolish the right to keep and bear arms	against	the right to bear arms is enshrined in the second amendment and must not be violated
A22417	usa	train	We should legalize prostitution	against	someone could be swayed into the profession and eventually end up under the control of a manager or &quot;pimp&quot;.
A22418	usa	train	Foster care brings more harm than good	in favor of	foster care can leave kids with behavioral problems
A22419	usa	train	We should limit executive compensation	in favor of	the executives already earn enough money to give more incentives, those incentives have to go to steps below where they are necessary
A22420	usa	train	We should abolish the right to keep and bear arms	against	We should not abolish the right to keep and bear arms as this is our fundamental right and should not be something for debate.
A22421	usa	train	We should subsidize Wikipedia	in favor of	wikipedia has no source of funding and subsidizing it will let it keep providing information
A22423	usa	train	We should subsidize Wikipedia	against	If Wikipedia were subsidized it would be less objective by being accountable to a single funding source.
A22424	usa	train	The vow of celibacy should be abandoned	in favor of	the vow of celibacy should be abandoned because it can cause issues in the relationship
A22425	usa	train	We should legalize polygamy	in favor of	polygamy should be legalized as it should be up to individuals to decide how many people are in their relationship and not the state.
A22426	usa	train	The vow of celibacy should be abandoned	against	they hold a very high title to which they agreed to be held by all rules.
A22427	usa	train	We should prohibit women in combat	in favor of	we should prohibit women in combat because it will be distracting for the men who will feel the need to help and protect them in times of battle when they should be focused on the battle.
A22428	usa	train	We should stop the development of autonomous cars	in favor of	taxis are already available for people that want to be driven so autonomous cars aren't necessary.
A22429	usa	train	Intelligence tests bring more harm than good	against	IQ tests allow teachers and parents to direct additional resources to children who need them the most, i.e., those with low IQ scores.
A22430	usa	train	We should abolish zoos	against	zoos are a good way to keep animal numbers up
A22431	usa	train	We should abolish intellectual property rights	against	companies invest billions into research, if there are no rights it would dissuade companies from conducting research in the first place.
A22432	usa	train	We should abolish safe spaces	in favor of	safe places don't allow people to develop the conflict resolution abilities they may need later in life.  it allows one to hide away instead.
A22433	usa	train	We should adopt a multi-party system	against	a multi-party system makes it much more difficult to collaborate on ideas.
A22434	usa	train	Holocaust denial should be a criminal offence	against	holocaust denial is a is a form of free speech, and is thus protected by the first amendment.
A22435	usa	train	We should legalize polygamy	in favor of	consenting adults should be able to marry as many people as they want
A22436	usa	train	We should ban private military companies	against	private military companies can be useful to countries who do not have their own military.
A22437	usa	train	We should adopt an austerity regime	against	an austerity regime would cut down on social welfare and hurt those most in need.
A22439	usa	train	We should subsidize space exploration	in favor of	we should subsidize space exploration because we're running out of resources on earth. space is filled with infinite resources. if we're not first, other countries will benefit while we're left behind.
A22440	usa	train	We should ban cosmetic surgery	in favor of	cosmetic surgery is pointless and takes doctors away from other important fields such as family care
A22443	usa	train	We should abolish the three-strikes laws	in favor of	Three strikes laws are expensive because they increase how long people are incarcerated which must be paid for by tax payers.
A22444	usa	train	We should abolish the right to keep and bear arms	in favor of	Guns are designed to kill people, we should be doing everything possible to destroy them and stop their production to save lives, allowing people to keep and bear arms does the absolute opposite of this.
A22445	usa	train	We should ban whaling	against	Whaling is an important industry in some countries for their economical stability.
A22446	usa	train	Surrogacy should be banned	against	Surrogacy is no different than any other contract or profession in terms of selling labor.
A22447	usa	train	We should ban whaling	in favor of	whale populations are depleted and need protecting
A22448	usa	train	Blockade of the Gaza Strip should be ended	against	the blockade of the gaza strip  should not be ended as there is still no end to the violence in the region.
A22449	usa	train	We should abolish the three-strikes laws	in favor of	Three strikes laws lead to more people being put in jail which ends up being a burden on tax-payers and federal funding.
A22450	usa	train	We should ban fast food	against	we should not ban fast food because they are part of the economy
A22453	usa	train	We should abolish safe spaces	against	people should be able to speak their minds and share without being ridiculed or harassed.
A22455	usa	train	The vow of celibacy should be abandoned	against	When someone becomes a nun or priest they should wholly devote themselves to God only.
A22457	usa	train	We should ban cosmetic surgery for minors	in favor of	cosmetic surgery should be banned for minors because their bodies haven't even finished developing yet so anything done to correct issues with appearance may be undone by nature anyway.
A22458	usa	train	We should ban cosmetic surgery for minors	in favor of	Cosmetic surgery promotes a superficial society that cares more about appearance than personality.
A22459	usa	train	We should cancel pride parades	in favor of	pride parades are offensive to a lot of people
A22460	usa	train	We should ban the use of child actors	in favor of	we should ban the use of child actors because it can hurt them mentally and emotionally for the rest of their lives.
A22461	usa	train	We should abolish the three-strikes laws	in favor of	there are individuals that have received strikes against them for minor crimes or things done as teens.   there is no magic number in three.  sentences should depend on the type and severity of crimes.
A22463	usa	train	Blockade of the Gaza Strip should be ended	against	it shouldnt be ended because if it was ended then it may cause more fighting and terrorism.
A22464	usa	train	We should ban fast food	in favor of	Fast food is leading to a major increase in obesity and other health issues in the U.S.
A22467	usa	train	We should end mandatory retirement	in favor of	A system that fires the competent along with the incompetent solely because of age is irrational and cruel
A22468	usa	train	Holocaust denial should be a criminal offence	against	while i believe that holocaust denial is about fostering antisemitism today. i still think that type of speech as long as it's not a direct call to action should be protected, even if it is detestable.
A22469	usa	train	We should end affirmative action	in favor of	In the long run, we all fare better when forced to rely on our own initiative and hard work.
A22470	usa	train	We should cancel pride parades	in favor of	pride parades promote improper lifestyles
A22471	usa	train	We should ban cosmetic surgery	against	cosmetic surgery helps to reconstruct physical aspects such as a person who has had a mastectomy and wants  surgery to restore their breats.
A22472	usa	train	We should end affirmative action	in favor of	having so much to support today, from schools, hospitals, building roads, ending affirmative action will be a huge plus to support such a cases.
A22473	usa	train	We should end racial profiling	against	we should not end racial profiling because some times people look the part they are playing.
A22474	usa	train	We should end affirmative action	in favor of	affirmative action harms those who choose to work hard all their lives to achieve admission into the nation's greatest universities.
A22475	usa	train	We should legalize cannabis	in favor of	Legalizing it would eliminate the black market for cannabis and will also free up prisons of people who are arrested and sentenced for cannabis possession.
A22477	usa	train	We should subsidize embryonic stem cell research	against	embryonic stem cell research is murder
A22480	usa	train	We should subsidize embryonic stem cell research	against	stem cell research is seen as unethical  and wrong by many religions
A22481	usa	train	We should abolish the Olympic Games	in favor of	we should abolish the olympic games since it puts a huge financial strain on the hosting country. much money is spent on infrastructure that can be abandoned after the games are over.
A22482	usa	train	Foster care brings more harm than good	in favor of	The foster care system is understaffed, and its social workers are overwhelmed and exhausted.
A22484	usa	train	We should prohibit school prayer	in favor of	prayer should be not done in school, children are in school to learn
A22485	usa	train	We should stop the development of autonomous cars	in favor of	no autonomous car will every be able to make complex judgement calls the way a human can.
A22486	usa	train	We should adopt gender-neutral language	in favor of	we should adopt gender-neutral language because gender-neutral language can improve women's status in society
A22487	usa	train	We should ban telemarketing	against	no, it would eliminate way to many jobs.
A22488	usa	train	We should subsidize Wikipedia	in favor of	wikipedia provides an endless amount of information right at our fingertips.
A22489	usa	train	We should end racial profiling	against	racial profiling can help make arrests by targeting groups who are known to bring crime
A22490	usa	train	We should end the use of economic sanctions	in favor of	we should end the usage of economic sanctions because it is incredibly cruel to the citizens of the country being sanctioned, especially the poor. sanctions don't necessarily stop wars either.
A22491	usa	train	We should ban telemarketing	in favor of	telemarketing is annoying at best and an invasion of privacy at its worst.
A22492	usa	train	We should legalize organ trade	in favor of	Organs are a form of property and people should be allowed to sell their property if they want to.
A22493	usa	train	We should abolish zoos	in favor of	zoos are an outdated and cruel form of entertainment that enslaves captured animals and leaves them in climates they are often not suited to.
A22494	usa	train	We should abandon marriage	in favor of	getting marriage is very expensive and divorce can be very expensive too.
A22495	usa	train	We should subsidize journalism	in favor of	i believe the government should help pay for journalism because it would allow for better coverage of news events, and help pay the high costs of filming.
A22496	usa	train	We should abolish capital punishment	against	capital punishment for the most violent crimes is acceptable because it costs thousands of dollars to keep a prisoner incarcerated for life.
A22497	usa	train	Assisted suicide should be a criminal offence	against	assisted suicide allows one to end terminal pain and suffering and should be allowed to continue.
A22498	usa	train	We should adopt libertarianism	in favor of	it is an interesting concept that even though it hasn't caused much impact yet could possibly be a happy medium between the two existing parties and should be considered.
A22499	usa	train	We should ban factory farming	in favor of	Factory farming is unethical and produces meat that is not healthy for anyone to eat.
A22500	usa	train	We should abandon the use of school uniform	in favor of	school uniforms are unflattering, uncomfortable, and expensive.
A23001	usa	train	We should ban private military companies	in favor of	the do not abide by the same rules and regulations of a government run military and need to be banned.
A23002	usa	train	We should abolish zoos	against	we should not abolish zoos because it makes it so people can see animals that they may not otherwise be able to see due to their location.
A23003	usa	train	We should adopt a multi-party system	against	they can lead to too much indecision
A23004	usa	train	Intelligence tests bring more harm than good	against	Intelligence tests allow employers and schools to locate areas where test takers need to improve.
A23005	usa	train	The vow of celibacy should be abandoned	against	the vow of celibacy shouldn't be abandoned for the divinity and holy spirit
A23006	usa	train	We should abolish the Olympic Games	against	the olympic games should not be abolished as they bring the world together to see outstanding sport and encouges young people to take up sport andd strive for success
A23008	usa	train	We should legalize organ trade	against	the organ trade should not be legalized as it would invariably lead to targeting of the most vulnerable and least affluent of society.
A23009	usa	train	We should ban the use of child actors	in favor of	child actors are for the most part thrown into a role they do not wish to be in, while their parents pocket the gains.
A23010	usa	train	We should ban whaling	against	whaling is part of the culture of various indigenous population and should be allowed for the purpose of maintaining this tradition and way of life and sustenance, among other uses of a whale.
A23011	usa	train	We should close Guantanamo Bay detention camp	in favor of	guantanamo bay is the site where many war crimes occurred such as torture and indefinite mention, many people were let go because of lack of evidence and it is a stain on our history.
A23012	usa	train	We should ban the Church of Scientology	against	we cannot ban any church, people must be free to believe in whatever religion they choose. this is a fundamental right.
A23013	usa	train	Assisted suicide should be a criminal offence	against	it is unfair to force someone with a terminal illness to continue to suffer greatly when they are just dying anyway. the only humane and compassionate way to help them is to allow assisted suicide.
A23014	usa	train	Payday loans should be banned	against	Instead of banning payday loans, we should require them to assess the ability of individuals to repay, which would avoid the overarching problem of these loans creating cycles of debt.
A23015	usa	train	Holocaust denial should be a criminal offence	against	freedom of speech protects everyone's speech, even those who are clearly misinformed.
A23016	usa	train	We should abolish the right to keep and bear arms	against	everyone should be able to bear arms in order to protect themselves, their homes and their families.
A23017	usa	train	We should adopt libertarianism	in favor of	we should adopt libertarianism because it gives citizens more freedom to live their live how they want
A23018	usa	train	We should fight for the abolition of nuclear weapons	in favor of	nuclear weapons should be abolished because it brings us one step closer to a nuclear war
A23019	usa	train	We should subsidize embryonic stem cell research	in favor of	this research will lead to many developments in the treating and curing of a variety of diseases.
A23023	usa	train	We should prohibit school prayer	against	we should not prohibit the right to pray in schools, children can opt out if they wish so prohibiting it simply unnecessarily removes the rights of those who want to participate.
A23024	usa	train	We should ban algorithmic trading	in favor of	algorithmic trading is unfair to the market
A23025	usa	train	We should abolish intellectual property rights	in favor of	we should abolish intellectual property rights because it discourages new ideas.
A23026	usa	train	We should abolish the Olympic Games	in favor of	the olympic games is now redundant as a sporting competition because there are so many professional competitions for sports.
A23027	usa	train	We should end the use of economic sanctions	against	you shouldn't have to share what you have with other places who do things that are against your country's beliefs.
A23028	usa	train	We should adopt a zero-tolerance policy in schools	in favor of	this would show that schools are serious about stamping out bullying and bad behavior. too many people get away with bad things because schools are scared to punish them.
A23029	usa	train	We should abolish the three-strikes laws	in favor of	we should get rid of the three-strikes law since it hasn't shown to be effective in deterring crime.
A23030	usa	train	We should limit executive compensation	in favor of	workers would be more motivated to do a good job if they were compensated more instead of giving the executives so much
A23031	usa	train	We should subsidize space exploration	in favor of	many of the technological advances brought about by space exploration have eventual benefits for society in general.
A23032	usa	train	We should abolish safe spaces	in favor of	We should abolish safe spaces because because they are used to silence legitimate viewpoints.
A23033	usa	train	Payday loans should be banned	in favor of	payday loans cost more money than its worth.
A23034	usa	train	We should end affirmative action	against	this should not end as these people deserve a chance to do better after being discriminated against.
A23035	usa	train	We should adopt gender-neutral language	in favor of	we should adopt gender-neutral language to make sure everyone is included
A23036	usa	train	We should limit executive compensation	in favor of	executive compensation is abuse of unregulated capitalism and concentrates wealth into a very small number of people.
A23037	usa	train	We should legalize cannabis	against	cannabis can lead to experimentation with more dangerous drugs.  legalizing it would make it easier for youth to acquire.
A23039	usa	train	We should ban naturopathy	in favor of	Naturopathy should be banned as there are no proper regulations or standards for the treatments and it is easy for people to fall prey to scams and useless products.
A23040	usa	train	We should ban human cloning	against	human cloning can aid in research for medical issues as well as preserving the continuation of humankind.
A23041	usa	train	We should ban the Church of Scientology	against	freedom of association is protected by the first amendment
A23043	usa	train	Assisted suicide should be a criminal offence	in favor of	assisted suicide should be a criminal offence because it would be very easy  to murder a vulnerable relative in order to get an inheritance.
A23044	usa	train	We should subsidize Wikipedia	against	paying wikipedia to do what they intend to do can result in being untruthful and bias
A23045	usa	train	We should ban telemarketing	in favor of	telemarketing should be banned because it is just plain annoying.  if someone really wants a product they will go buy it and not wait for someone to call them about it.
A23046	usa	train	Blockade of the Gaza Strip should be ended	against	blockading a terror entity is the only solution other than combating it
A23047	usa	train	We should abolish intellectual property rights	in favor of	intellectual properties allow large corporations to have monopolies over their products and restrict the free market.
